datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 10:05,26142.95,0.05476700000000267,0.08237,0.11304,0.11550020513908249,0.11037,0.11308,0.11004,0.10336,0.10275,0.09909,0.09616,0.09370126640038381,0.09181,0.09023,0.18298,0.17622,0.1714,0.16534,0.15961,0.15374,0.14828,0.14278,0.13766,0.13236,0.12794,0.12247,0.11739,0.11183
07-01-2026 10:10,26159.15,0.10591,0.11189,0.09886,0.10279395431064778,0.10343184494711259,0.1041629352986732,0.10588,0.10348788271411404,0.10018885675066903,0.09746,0.09524,0.09264,0.09117,0.08945,0.18388200000000024,0.1784009999999999,0.17292,0.16683,0.16084109194854923,0.15501,0.14937,0.14421,0.13893,0.1335,0.12947,0.12462,0.11843,0.11309
07-01-2026 10:15,26183.8,0.12049,0.09722,0.11136,0.09406,0.09202,0.09072164030099494,0.09326,0.08786,0.08838,0.08681639032456759,0.08557588616989414,0.08527,0.08415,0.08302999999999999,0.18267,0.17892612988688672,0.17425,0.16842,0.16269,0.15663,0.15173,0.14572,0.14048,0.13536,0.13028,0.12548,0.12019,0.115
07-01-2026 10:20,26169.15,0.13492,0.11376,0.12267,0.11262591924572471,0.10785,0.10294034390922618,0.09695,0.09399,0.09285,0.09083905895056754,0.08918,0.08778,0.08646,0.08546,0.18381,0.17694,0.17227121433149137,0.1675,0.16148758653769119,0.15620607611356568,0.15024,0.14501198201982035,0.13994,0.13449,0.12949,0.12431,0.11901,0.11379
07-01-2026 10:25,26152.25,0.14819,0.11685,0.1055,0.10144,0.09738675403287053,0.09530752764188807,0.09325,0.09388,0.0911,0.08978981577849766,0.08801,0.08672,0.0857,0.08459,0.18279,0.1759,0.17038913574392603,0.16511592758533603,0.16026,0.15459,0.14949,0.14378,0.13834,0.13291,0.12889,0.1234,0.11784,0.11258
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.11672470580546494,0.11100033812041088,0.10631,0.10164,0.09839,0.09596072309758065,0.09407,0.09198725993524484,0.09027804637345771,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.15932191510405738,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.11033999999999944
07-01-2026 10:35,26133.05,0.13848,0.13213,0.12361573575401308,0.11633496940975165,0.109,0.10357,0.10375,0.09754,0.09843,0.09508892117838878,0.09299,0.09141290921229783,0.08935,0.08769,0.18033599999999933,0.17607,0.17133,0.16478,0.15926244461132164,0.15317,0.1486,0.14272372679908693,0.13675,0.13159,0.12694,0.12169,0.11649092371728753,0.11086
07-01-2026 10:40,26144.05,0.12984450000000028,0.1239,0.11676599586677092,0.11069,0.10628918415930208,0.10253,0.0998279903888551,0.09761,0.09496,0.09278950708125312,0.09067,0.08890063220770525,0.08738,0.08609,0.18288,0.17762766830079688,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12236286362342749,0.11697,0.11165000000000003
07-01-2026 10:45,26141.15,0.12448,0.11978770803701452,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09463722815571339,0.09195,0.09043,0.08885,0.08726234058500694,0.08575,0.18131,0.1766,0.1710760135529525,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.1111099999999996
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11383007810460735,0.10062,0.10095545105125205,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.1766284607005744,0.17128,0.1657,0.15988672692586448,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10101169146079231,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.1555681419297944,0.1501,0.14478,0.13937,0.13411,0.12903,0.12360998271064319,0.11815,0.11277
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.08956999999999982,0.18281,0.17727,0.17264,0.16635,0.16079339307413973,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.022796000000002842,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09478729776213385,0.0919,0.09014670903161923,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.1563671469424445,0.15102,0.14572,0.1404184763359616,0.13508,0.1299602990343528,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.08476600000000312,0.10165,0.12041,0.1133226687128396,0.10432,0.1023789770818181,0.09653,0.09404919112140529,0.09205,0.08991,0.08867,0.08692265256845698,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14949425434349267,0.14469,0.13988,0.13401,0.1290044989807102,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.11593179399747189,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09535821157391472,0.09307,0.09104438823824046,0.08902,0.08724,0.18212,0.17646,0.17099250336119418,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.12738891101544722,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.1328418511590838,0.13221,0.10563,0.10438,0.09695357737625862,0.09484,0.09535,0.0935701699554431,0.0912,0.08892,0.08742,0.0862,0.08517,0.17962999999999965,0.17612,0.17222,0.16569,0.16003566182508716,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12231577464889007,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.13625866855925506,0.13724,0.11602,0.10911,0.10665209724823549,0.09777509473693632,0.09548376755348095,0.09554162081775977,0.09357,0.091546715621512,0.08967,0.08807,0.08663,0.17883199999999963,0.17534,0.17146,0.16493,0.15901,0.15337,0.14812445778888877,0.14296,0.13721,0.13166,0.12654556898966224,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.1541494883504918,0.1484410197039573,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08729877413175147,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12258954391009158,0.11739,0.11192
07-01-2026 11:40,26147.1,0.10957500000000024,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.0993480841886518,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.171070914801279,0.16608,0.15948,0.15385,0.14842,0.14294671911448406,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11501939317876095,0.11236438571937393,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.0882828177884121,0.08711,0.18118,0.17565,0.1704381044309147,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11580773611315255,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10252188553801622,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08530844049976787,0.08458,0.18163,0.17566,0.1702538445087782,0.16488,0.15896,0.15312,0.1477,0.14256,0.1371970767994787,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.14813199999999951,0.13681,0.12271228020026323,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09303939079897418,0.09077,0.08911454907626196,0.08749,0.08637,0.18119,0.17584262831134573,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.11310107555763993,0.10718784788196031,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08717656773975802,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15214494390660124,0.14659,0.14115761671902227,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.14456856574628438,0.12592,0.11854,0.11393,0.10904,0.10471,0.10118152366366906,0.09793336625206187,0.09505,0.09261,0.09066813739858016,0.08890703796802824,0.08731,0.18024,0.17388,0.16946,0.16361,0.15795149194937383,0.15191706950998676,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
07-01-2026 12:10,26110.45,0.165664999999997,0.14699,0.12624,0.12268,0.11462836450747428,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.08720999999999979,0.18051,0.17387,0.16844515790480283,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926
07-01-2026 12:15,26107.4,0.1726,0.14766553915256714,0.1281,0.11936206067452512,0.1131587009112183,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.1512430498956,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.11393999999999993,0.10820999999999992
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.09576488027052872,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.16824899301889695,0.16293,0.15675,0.15088,0.14570829041229177,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.11010000000000009
07-01-2026 12:25,26106.55,0.14529,0.13466202253212312,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.09021260182411016,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14591515936709076,0.1408,0.13574976878553469,0.13076525701136726,0.12583,0.12057,0.11544,0.11046
07-01-2026 12:30,26108.85,0.13571499999999953,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.09153293707981447,0.08962,0.0881,0.1788270000000005,0.17382,0.16809138384244726,0.1625219762275688,0.15713,0.15127,0.14704,0.14135815846778063,0.1362661365056645,0.13053,0.12554,0.12044,0.11535,0.11008
07-01-2026 12:35,26106.25,0.13895,0.12904434665624864,0.12129825650071915,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09141609614557167,0.08912,0.08690499999999979,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.10995999999999984
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.0986549635673639,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11084999999999967
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10275213434997943,0.0982,0.09613,0.09317,0.09116,0.08921,0.08760750749147114,0.08642,0.17691149999999958,0.17193,0.16636938589069697,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.1195107982014878,0.1145343746536023,0.10937
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.09057365827215416,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.14529090595620056,0.13954,0.13415,0.1292219278985764,0.1243,0.1192,0.11391,0.10861999999999972
07-01-2026 12:55,26089.25,0.12550000000000047,0.1239250000000004,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.17827000000000065,0.17300500000000052,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10828000000000015
07-01-2026 13:00,26099.15,0.13774,0.12893719794662642,0.12114,0.11955,0.11469,0.10982,0.10510627945553797,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.1686556503135931,0.16276,0.15729,0.1513,0.14577037970592502,0.14022,0.13484603428469943,0.12951,0.12442,0.11914,0.1141,0.10896
07-01-2026 13:05,26103.3,0.11736150000000004,0.11724,0.11828055346554348,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09381933246574364,0.09115,0.08926,0.0873,0.08606,0.17966,0.17415258442834225,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.12979301973605023,0.12461,0.11956,0.11452,0.10938
07-01-2026 13:10,26105.85,0.13259,0.11512,0.1154896252952418,0.11921,0.10758,0.10426,0.10056,0.09764276322935364,0.09497,0.09178,0.08993,0.08809,0.08669477601537255,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.14595450417876243,0.14036,0.13536,0.13033792621424678,0.12528,0.11997,0.11473,0.10925
07-01-2026 13:15,26097.2,0.13545,0.12209,0.11946125223936632,0.11539139196867901,0.11389,0.10940670474588995,0.1043118052389116,0.10025,0.09667,0.09342,0.0919,0.08937,0.0880719765128162,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.13490717554189754,0.1298,0.1249,0.11945,0.11408,0.10916
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08725897576925229,0.08593,0.08506,0.17786,0.17271,0.16758255403718672,0.16248,0.15609,0.15123,0.14535,0.1400941317726223,0.1348,0.12982,0.12455212836401922,0.11942778956676128,0.11435993442312581,0.10935
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.08897999999999984,0.0869399999999999,0.08489999999999986,0.17677,0.17141,0.16651,0.16114,0.1555325036974849,0.14992,0.14396,0.13872,0.13330631184775393,0.12806664354043137,0.12294,0.11771,0.11287,0.10802999999999985
07-01-2026 13:30,26070.0,0.14088,0.13920362551209198,0.13783,0.11987,0.11361,0.10704602319301058,0.10428773071702176,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08689999999999987,0.17822,0.17166,0.16608394172070134,0.16075,0.15539,0.14993,0.14418378432158052,0.13846,0.13308222515158363,0.12764,0.12272,0.11762248136164753,0.11258,0.1072
07-01-2026 13:35,26074.55,0.16130000000000233,0.14838500000000165,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.1726038990586457,0.16691,0.16108,0.15565955500417306,0.1500634979710884,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10719999999999996
07-01-2026 13:40,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.10785194363169764,0.104,0.10033,0.09781,0.0947920936807499,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.14977003018273355,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11286678128405893,0.10731
07-01-2026 13:45,26072.8,0.14334100000000066,0.1375,0.13084090368314752,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.17258369218360242,0.16658,0.16074,0.15500574539471962,0.14982,0.14267,0.13852,0.13265446755785015,0.1272,0.12272,0.11748,0.11227,0.10712
07-01-2026 13:50,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.17743400000000023,0.1722320000000001,0.16703,0.16134967000630854,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797
07-01-2026 13:55,26079.6,0.13406,0.13452210668147527,0.13283,0.12454,0.11271,0.11314,0.10690716043172702,0.10267,0.09951,0.09595,0.09371,0.09128,0.08945815440906962,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14428091252894648,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10765999999999964
07-01-2026 14:00,26088.65,0.12683,0.12726,0.12052045965111638,0.11549645061780636,0.10839,0.10736,0.10616,0.10254968974023386,0.09891,0.09497,0.09264893678974037,0.09048,0.08855,0.08723,0.17495600000000064,0.17079800000000037,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766
07-01-2026 14:05,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.09975806925821283,0.09707579095225058,0.09296,0.09098,0.0889935916777086,0.0871,0.08586,0.17797,0.17139,0.16699892209300604,0.16253,0.15637451283949824,0.15048,0.14496165893404933,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818
07-01-2026 14:10,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.09186213465271766,0.08986296923300344,0.08774,0.08658724045782529,0.08509,0.17567249999999943,0.17169,0.16761874207807248,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.12981105796747355,0.12445,0.11951,0.11389,0.10872
07-01-2026 14:15,26097.3,0.12621099999999966,0.12055,0.11426,0.11114,0.10676969282369059,0.10373,0.09785,0.09584710512675093,0.09355,0.09092,0.08920236592771247,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886
07-01-2026 14:20,26090.7,0.12516,0.12549,0.11998590368075546,0.11458,0.10805,0.10464166444108526,0.10217,0.09626,0.09463,0.09177,0.08988,0.08791155535336481,0.08632,0.0852,0.17379799999999943,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.1392103413957405,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826
07-01-2026 14:25,26090.45,0.1254,0.12569,0.11985092760082047,0.11309,0.11201,0.1065408850048595,0.10202,0.09954699294624501,0.09695,0.09333,0.09125,0.08910616911745406,0.08744,0.08588,0.17707,0.172667799388278,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767
07-01-2026 14:30,26098.65,0.11775,0.11553959997700425,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08613972486839659,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12385050771955529,0.11906,0.11385,0.10864000000000007
07-01-2026 14:35,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.0878399999999997,0.08541999999999961,0.17696,0.17096,0.16638138159889182,0.16147119511728308,0.15715,0.15041,0.1450223801097552,0.14,0.13416,0.12906556373514108,0.12393,0.11829,0.11311782205477422,0.10792
07-01-2026 14:40,26097.55,0.11889,0.12046,0.1217456202735375,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.09208600874746983,0.09003,0.08824,0.0868,0.1763779999999995,0.17267,0.16855,0.16340969771314356,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10732999999999926
07-01-2026 14:45,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.0837,0.17746599999999954,0.17329,0.1688301621671267,0.16401,0.15801493748659445,0.15169,0.14639,0.14060729169535435,0.13506,0.12989,0.12485,0.11950327926209045,0.11414,0.10918
07-01-2026 14:50,26098.4,0.13162,0.13675,0.12915,0.12292,0.11744131206850605,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.08891999999999955,0.08671999999999946,0.17642,0.17283847772760408,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.11863530366311467,0.1132,0.108
07-01-2026 14:55,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.09808721963195989,0.09552,0.09223,0.09015,0.08810872327010047,0.0865,0.08529,0.17946,0.1737,0.16935,0.163954573381908,0.15885,0.1528192700214289,0.14645,0.14127,0.13531223648201005,0.12937,0.12507,0.11986,0.11433,0.10908
07-01-2026 15:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10107430033909451,0.09855,0.0946,0.09256340357615615,0.09028,0.08881,0.08709,0.08593100852147616,0.08446,0.17827,0.17413440264953967,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.10979000000000005
07-01-2026 15:05,26133.7,0.11118,0.11022,0.11098583966128006,0.11163,0.10334,0.10225,0.09753,0.09433,0.09190597370383012,0.08993,0.08822,0.08652,0.08536514152619218,0.08421,0.17893,0.175,0.16966,0.16599,0.1588993699682005,0.15163,0.14746,0.142208999143595,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998
07-01-2026 15:10,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.09307,0.0906,0.08896,0.08737,0.08575,0.08412999999999998,0.17835649999999964,0.17441,0.17017815176101384,0.16564,0.16034,0.15424,0.14875209871666129,0.14299907675524284,0.13766,0.13155,0.12641,0.12179,0.11633,0.11055
07-01-2026 15:15,26147.8,0.10654,0.11355,0.10582,0.09637,0.09423934324297514,0.09213,0.08989,0.086,0.08722,0.08611,0.08507,0.08366,0.08305,0.08238,0.17951,0.1759,0.17108,0.16531,0.1600268397393191,0.15482,0.14842,0.14365,0.13775,0.13182,0.12758,0.12189521905923993,0.11657,0.11106500000000019
07-01-2026 15:20,26138.3,0.11792,0.12203,0.1136,0.10598,0.0986,0.09832,0.09507,0.09298491624020445,0.09046,0.08884,0.08713,0.08602853067174948,0.08502,0.08402,0.18137,0.1742,0.17198,0.16535997410249623,0.1599,0.15239,0.14836,0.14335,0.13727,0.13102,0.12552,0.12142,0.11616,0.11054
